customer_id,language_preference,loyalty_status,opt_in_status,date,revenue
1061418206,EN,True,True,2018-10-04,87.12
1894478699,EN,False,False,2021-10-03,37.0
1592039811,EN,False,False,2019-12-13,42.0
1291551092,EN,True,False,2018-12-18,87.12
1519761281,EN,True,True,2020-05-31,87.12
1667945720,EN,True,True,2019-05-11,87.12
1318968073,EN,False,True,2021-01-16,20.86
1750992431,EN,False,True,2021-01-02,58.0
1152746011,FR,False,True,2020-03-18,52.0
1310472519,EN,False,False,2020-10-13,43.0
1437294923,EN,True,True,2018-07-28,87.12
1827109906,ES,False,True,2019-05-03,41.0
1754445259,EN,True,True,2018-03-06,87.12
1754445259,EN,True,True,2020-08-11,87.12
1419295804,EN,True,True,2021-07-02,87.12
1405256712,EN,False,True,2020-07-11,56.0
1890248875,EN,True,True,2020-09-04,87.12
1890248875,EN,False,True,2021-11-13,41.0
1751221574,FR,False,True,2019-03-18,34.0
1239229479,EN,False,True,2019-11-13,61.0
1060705259,EN,False,True,2018-02-17,49.0
1060705259,EN,True,True,2019-04-28,87.12
1060705259,EN,False,True,2019-06-28,50.0
1420946481,EN,False,True,2020-10-19,40.0
1609829920,EN,True,True,2019-04-15,87.12
1819729225,EN,False,True,2019-06-19,45.0
1234458960,EN,False,False,2021-08-24,51.0
1751884965,EN,True,True,2018-09-20,87.12
1861905120,EN,True,True,2019-10-09,87.12
1168087243,EN,True,True,2019-07-07,87.12
1624644905,EN,False,True,2020-03-06,45.0
1624644905,EN,False,True,2020-10-19,53.0
1025370829,EN,False,True,2018-05-27,45.0
1597118644,EN,False,False,2018-09-29,120.35
1654780708,EN,False,True,2021-01-20,43.0
1242811189,EN,True,True,2019-07-08,87.12
1632989844,EN,False,True,2018-02-22,42.0
1311325200,EN,True,False,2018-08-12,87.12
1171169592,EN,False,True,2021-09-16,53.88
1439748849,EN,True,True,2021-02-24,87.12
1194574314,EN,False,True,2019-10-03,40.0
1194574314,EN,False,True,2021-02-07,40.0
1704574120,EN,False,True,2021-02-11,31.0
1386401587,EN,False,True,2018-06-22,33.19
1386401587,EN,True,True,2021-10-22,87.12
1975534151,EN,False,True,2021-04-15,47.0
1949589238,EN,True,True,2021-07-20,87.12
1683835110,EN,False,True,2020-05-16,53.0
1051523557,EN,True,True,2020-07-05,87.12
1051523557,EN,True,True,2020-11-20,87.12
1533981571,EN,False,True,2019-09-11,144.34
1622025639,EN,True,True,2020-06-11,87.12
1400260280,EN,False,True,2018-10-06,41.0
1761981024,EN,False,True,2019-01-16,44.0
1761981024,EN,False,True,2021-11-11,141.36
1764524136,EN,True,True,2018-08-29,87.12
1222202799,EN,False,True,2018-02-26,54.0
1519030800,EN,False,True,2018-09-18,49.0
1877170173,EN,False,True,2019-05-18,44.0
1472100168,EN,True,False,2021-06-11,87.12
1536627122,EN,False,False,2020-04-07,53.0
1807580692,EN,True,True,2018-05-24,87.12
1025444129,EN,False,True,2019-12-27,52.0
1672416122,EN,False,True,2020-11-11,20.76
1689716262,EN,False,True,2020-01-11,58.0
1534043966,EN,True,True,2018-11-30,87.12
1575109908,EN,True,True,2018-07-29,87.12
1250713953,EN,False,True,2018-05-14,41.0
1967447207,ES,True,True,2018-10-13,87.12
1706765928,EN,False,True,2019-07-27,48.0
1443154278,FR,False,True,2019-04-26,52.0
1835373772,EN,False,True,2019-05-01,43.0
1488923723,EN,True,True,2019-10-17,87.12
1349413831,EN,True,True,2020-11-14,87.12
1923521316,ES,True,True,2019-11-28,87.12
1923521316,EN,False,True,2020-05-18,48.0
1853037740,EN,False,True,2018-08-29,101.83
1613410179,EN,False,True,2021-07-07,48.0
1748361198,EN,False,True,2018-03-23,36.0
1257020561,EN,False,True,2020-06-08,33.0
1712061996,EN,False,True,2019-09-25,45.0
1712061996,EN,False,True,2021-01-21,42.0
1440525576,EN,True,True,2019-04-03,87.12
1440525576,EN,False,True,2020-01-06,60.0
1440525576,EN,False,True,2021-08-13,41.0
1440525576,EN,False,True,2021-11-29,56.0
1744784301,EN,True,True,2019-06-24,87.12
1662909641,EN,False,True,2020-09-28,60.0
1641263591,EN,True,True,2018-05-09,87.12
1069107414,EN,False,True,2020-02-10,44.0
1336106960,EN,False,True,2021-08-21,51.2
1106363091,EN,False,True,2018-07-16,56.0
1106363091,EN,False,True,2020-05-28,48.0
1106363091,EN,True,True,2021-12-01,87.12
1768343841,EN,False,True,2019-07-22,44.0
1292905560,FR,False,True,2019-01-24,49.0
1063526621,EN,False,True,2020-09-22,39.0
1411476582,EN,True,True,2019-02-28,87.12
1391645859,EN,True,True,2018-11-19,87.12
1391645859,EN,True,True,2019-03-05,87.12
1391645859,EN,False,True,2019-08-30,42.0
1391645859,EN,True,True,2021-03-29,87.12
1255380489,EN,True,True,2020-01-14,87.12
1783547794,EN,False,True,2019-03-10,30.47
1384701101,EN,False,True,2020-12-17,45.0
1384701101,EN,False,True,2021-03-04,38.0
1658051856,EN,False,True,2020-01-31,48.0
1658051856,EN,False,True,2021-08-31,50.0
1968743158,EN,False,True,2020-07-26,47.0
1917429906,EN,False,True,2019-01-26,64.34
1819478547,EN,True,True,2021-12-16,87.12
1752072039,EN,True,True,2019-09-06,87.12
1752072039,EN,False,True,2020-03-14,41.0
1925611098,EN,False,True,2019-10-27,48.0
1488537998,ES,False,True,2020-03-11,43.0
1899107053,EN,True,True,2018-02-17,87.12
1899107053,ES,False,True,2018-08-02,47.0
1899107053,EN,False,True,2019-04-21,51.0
1899107053,EN,False,True,2020-02-24,113.66
1359463148,EN,False,True,2018-02-21,43.0
1359463148,EN,False,True,2020-02-02,62.48
1359463148,FR,False,True,2021-05-02,42.0
1769163108,EN,False,True,2020-05-15,50.0
1859595454,EN,True,True,2021-09-16,87.12
1904448065,EN,False,True,2019-04-15,40.0
1228174060,FR,False,True,2018-11-22,41.0
1934719103,EN,False,True,2019-11-21,41.0
1740832503,EN,True,True,2021-10-05,87.12
1426975792,FR,True,True,2018-03-29,87.12
1091390031,EN,False,True,2021-08-10,53.0
1180176513,EN,False,True,2019-04-12,46.0
1180176513,EN,False,True,2019-06-30,37.0
1167261024,EN,False,True,2020-03-21,47.0
1079555766,FR,False,True,2021-11-19,42.0
1918973912,EN,True,True,2018-08-06,87.12
1419339993,EN,True,True,2020-11-21,87.12
1195464606,EN,False,True,2018-05-05,39.0
1275630013,EN,False,True,2018-03-08,42.0
1275630013,EN,False,True,2018-07-05,48.0
1275630013,EN,False,True,2019-03-03,96.56
1275630013,EN,False,True,2021-07-05,59.0
1043646352,EN,True,True,2021-09-26,87.12
1069055234,EN,False,True,2021-10-12,56.0
1447692024,EN,True,True,2018-12-01,87.12
1612901976,EN,True,False,2021-09-28,87.12
1045658704,EN,False,True,2019-06-17,46.0
1675396971,EN,True,True,2019-03-30,87.12
1051208405,EN,False,True,2019-11-17,44.0
1965600853,EN,False,True,2020-12-16,145.95000000000002
1394068167,EN,False,True,2020-04-14,44.0
1690582615,EN,True,True,2018-03-06,87.12
1574701428,EN,True,True,2018-09-25,87.12
1638464907,EN,True,True,2021-10-26,87.12
1465393549,EN,True,True,2021-07-25,87.12
1450890979,EN,False,True,2018-08-02,45.0
1450890979,EN,False,True,2021-09-16,74.81
1580239840,EN,False,True,2018-08-02,53.0
1580239840,EN,False,True,2019-09-01,41.0
1058509353,EN,False,True,2018-03-06,43.0
1703648467,EN,False,True,2020-03-28,78.29
1790607557,EN,True,True,2019-08-31,87.12
1954468139,EN,False,False,2019-05-26,42.0
1465327902,EN,False,True,2020-11-16,46.0
1152368641,EN,False,True,2018-02-08,56.0
1152368641,EN,True,True,2020-07-07,87.12
1152368641,EN,False,True,2021-11-27,49.0
1191540411,EN,True,True,2019-08-18,87.12
1575736479,EN,False,False,2018-01-14,44.0
1579688214,EN,False,True,2018-12-06,41.0
1636705721,EN,False,True,2018-02-13,47.0
1420823557,EN,True,True,2019-08-14,87.12
1174725085,EN,False,True,2018-07-06,35.0
1784174840,EN,False,True,2018-12-22,50.0
1784174840,EN,True,True,2021-05-15,87.12
1056675607,EN,False,True,2021-04-23,45.0
1913212153,EN,False,False,2021-11-18,42.0
1664097315,EN,False,True,2018-08-26,60.0
1107493756,EN,False,True,2018-04-05,54.0
1644364630,EN,True,False,2020-07-26,87.12
1343094551,EN,False,True,2021-08-20,102.63
1382841778,EN,False,True,2018-01-30,58.0
1907874451,EN,False,True,2020-07-11,39.0
1519697439,EN,False,True,2020-09-07,124.69
1153914612,EN,False,True,2018-11-01,46.0
1332507856,EN,True,True,2018-02-04,87.12
1882152560,EN,False,True,2021-03-31,50.0
1557938407,EN,True,True,2019-11-12,87.12
1557938407,EN,True,True,2020-08-15,87.12
1557938407,EN,False,True,2021-05-23,56.0
1113537061,EN,False,True,2021-10-14,99.55
1112253628,EN,True,True,2018-06-24,87.12
1753788133,FR,False,True,2020-11-16,119.63
1789577235,ES,False,True,2020-10-29,49.0
1453500289,EN,False,True,2019-07-26,48.0
1604320004,EN,False,True,2020-01-25,40.0
1100621036,EN,True,True,2019-07-30,87.12
1100621036,EN,False,True,2020-02-10,39.0
1365909837,EN,False,True,2019-01-04,54.0
1365909837,EN,False,True,2021-02-07,35.0
1951989754,FR,False,True,2018-05-11,46.0
1951989754,EN,False,True,2019-08-08,51.0
1609319751,EN,False,True,2021-08-01,51.0
1853622627,EN,False,True,2018-08-14,13.92
1540776669,EN,True,True,2019-05-22,87.12
1726557390,EN,False,True,2021-10-07,47.0
1523870697,EN,True,True,2018-01-29,87.12
1262363453,ES,False,True,2019-07-11,49.0
1385994625,EN,False,True,2018-11-27,48.0
1780490364,EN,False,True,2020-03-31,68.1
1086428226,EN,False,True,2018-02-08,83.57000000000001
1086428226,EN,False,True,2018-12-12,50.0
1086428226,EN,False,True,2020-01-11,49.0
1020183743,EN,True,True,2018-02-15,87.12
1758794880,ES,True,True,2019-04-06,87.12
1758794880,EN,True,True,2019-05-27,87.12
1758794880,EN,True,True,2019-06-14,87.12
1758794880,EN,False,True,2021-05-29,55.0
1196980924,EN,False,False,2019-12-02,25.7
1663482852,EN,False,True,2020-03-10,61.0
1649872657,EN,True,False,2019-01-13,87.12
1849467484,FR,False,True,2019-03-16,45.0
1235939847,EN,True,True,2018-11-22,87.12
1972973031,EN,False,True,2020-05-30,41.0
1489500946,EN,False,True,2021-10-17,38.0
1694499433,EN,False,True,2020-12-18,47.0
1199189910,EN,False,True,2020-01-10,40.0
1203298485,EN,False,True,2018-09-24,33.0
1183948747,EN,True,True,2018-08-16,87.12
1020253074,EN,False,True,2018-12-12,48.0
1304510154,EN,False,True,2018-12-19,46.0
1500476363,EN,True,True,2020-01-13,87.12
1353595147,EN,False,True,2019-10-06,106.51
1809487286,EN,False,True,2018-05-02,48.0
1897650839,EN,True,True,2019-11-24,87.12
1897650839,EN,False,True,2020-06-01,79.57000000000001
1059253044,EN,False,True,2020-12-09,46.0
1551915417,FR,True,True,2018-01-11,87.12
1309965556,EN,False,True,2020-08-16,34.0
1374243224,EN,False,True,2021-07-12,44.0
1754053668,FR,False,True,2019-05-28,12.55
1091315492,EN,False,True,2018-05-19,13.76
1091315492,EN,False,True,2021-09-12,47.0
1117015916,EN,True,True,2020-10-05,87.12
1674336020,EN,True,True,2021-02-10,87.12
1729750397,EN,False,True,2021-11-07,47.0
1153750587,EN,False,True,2019-08-04,43.0
1546954938,EN,True,True,2018-06-04,87.12
1604012366,EN,True,True,2018-10-11,87.12
1292204384,EN,True,True,2018-05-31,87.12
1553901973,EN,False,True,2021-11-09,37.0
1367790081,EN,False,True,2019-11-05,48.0
1734674710,EN,False,False,2020-05-09,35.0
1151453654,EN,False,True,2019-03-10,89.75
1524942375,EN,False,True,2020-06-05,50.0
1247315600,EN,False,True,2021-01-09,54.0
1169281887,EN,False,True,2020-11-26,64.0
1387909235,EN,False,True,2018-04-05,50.0
1387909235,EN,False,True,2019-05-18,51.0
1387909235,EN,False,True,2019-10-22,52.0
1503174882,EN,False,True,2018-01-10,62.0
1566632681,EN,True,True,2021-12-22,87.12
1168533291,FR,False,True,2020-12-17,44.0
1113006922,EN,False,True,2018-07-13,53.0
1818629635,EN,False,True,2021-10-10,39.44
1059001362,EN,False,True,2018-08-23,51.0
1419375147,EN,False,False,2019-08-03,40.0
1419375147,ES,False,False,2021-01-04,39.0
1543317661,EN,False,True,2020-06-01,44.0
1376671860,EN,False,True,2019-09-21,53.0
1735095054,EN,False,True,2019-03-03,49.0
1827369361,EN,False,True,2020-10-25,51.0
1294819867,EN,True,True,2020-08-28,87.12
1294819867,EN,True,True,2020-10-13,87.12
1294819867,EN,True,True,2021-10-03,87.12
1469944049,EN,False,False,2019-06-26,49.0
1406678211,EN,False,True,2020-12-06,61.0
1010903560,EN,False,False,2021-02-05,51.0
1438673415,EN,False,True,2020-06-29,46.66
1885634844,EN,False,True,2018-11-06,47.0
1417777066,EN,False,True,2021-05-28,50.0
1141257489,EN,False,True,2018-09-24,44.0
1141257489,EN,False,True,2018-10-29,62.0
1087800556,EN,True,True,2018-03-27,87.12
1087800556,EN,True,True,2020-08-30,87.12
1164941598,EN,True,False,2020-01-31,87.12
1182873994,FR,False,True,2021-03-08,46.0
1182873994,EN,False,True,2021-11-04,45.12
1618441714,EN,False,True,2019-12-15,42.0
1279973223,EN,False,True,2021-09-24,34.0
1486321873,EN,False,True,2020-01-27,53.0
1505244245,EN,True,True,2021-03-19,87.12
1102535882,EN,False,True,2019-02-26,39.0
1601799806,EN,False,True,2018-02-16,55.0
1601799806,EN,False,True,2019-05-13,37.0
1422331638,EN,False,True,2018-12-31,52.0
1296588723,EN,False,True,2019-11-19,41.0
1072101097,FR,False,False,2021-10-14,56.0
1570101862,EN,True,False,2020-06-06,87.12
1734471709,EN,False,False,2018-05-15,32.0
1088115018,EN,True,True,2020-10-30,87.12
1258533175,EN,False,True,2019-11-11,53.0
1258533175,EN,True,True,2020-07-08,87.12
1625671918,EN,True,True,2021-12-07,87.12
1465309769,EN,False,True,2019-10-26,53.0
1031476196,EN,False,True,2018-08-22,39.0
1013561924,EN,False,True,2019-11-21,51.0
1953260616,EN,False,True,2019-07-02,39.0
1953260616,EN,False,True,2021-06-08,37.0
1235075718,EN,True,True,2018-10-07,87.12
1235075718,EN,False,True,2021-06-11,49.0
1888695663,EN,False,False,2021-12-01,50.0
1228162049,EN,False,True,2018-09-06,40.0
1730773843,EN,False,True,2018-07-27,56.6
1267303054,EN,False,True,2020-06-01,51.0
1118881395,EN,True,True,2018-10-01,87.12
1857474614,EN,False,True,2020-01-12,46.0
1857474614,EN,False,True,2020-02-09,143.79
1543690635,EN,False,True,2019-10-07,45.0
1543690635,EN,True,True,2019-11-18,87.12
1251247494,EN,False,True,2021-01-19,24.39
1284151694,EN,False,True,2019-04-08,56.0
1588159237,EN,True,True,2020-03-07,87.12
1011023408,EN,True,True,2021-04-24,87.12
1069349281,EN,False,True,2018-02-15,10.74
1246735025,EN,False,True,2021-12-20,99.49
1356064092,EN,False,False,2021-10-27,48.0
1731153172,FR,True,True,2018-02-24,87.12
1168885577,ES,True,True,2018-01-16,87.12
1633260657,EN,True,True,2019-04-08,87.12
1391531363,EN,False,True,2019-07-31,44.0
1782707736,FR,True,True,2019-03-18,87.12
1782707736,EN,True,True,2019-09-21,87.12
1650522049,EN,False,True,2020-08-09,45.0
1650522049,EN,False,True,2021-08-15,54.14
1483059430,EN,False,True,2018-05-14,54.0
1206850323,ES,False,True,2019-03-27,41.0
1206850323,EN,False,True,2021-06-16,73.0
1809496562,EN,False,True,2018-03-29,43.0
1299174481,EN,True,True,2018-06-16,87.12
1729523880,EN,False,True,2018-07-07,38.0
1001909019,EN,False,False,2018-02-03,51.0
1721570190,EN,False,False,2021-11-23,52.0
1742654782,EN,True,True,2021-08-19,87.12
1528390481,EN,False,True,2019-04-08,55.0
1528390481,EN,False,True,2021-08-06,50.0
1387990000,EN,False,True,2021-10-18,46.0
1421074133,EN,True,True,2020-05-21,87.12
1877425581,EN,False,True,2019-12-21,54.0
1877425581,EN,False,True,2020-03-02,42.0
1877425581,EN,False,True,2020-06-22,55.0
1877425581,EN,True,True,2021-03-15,87.12
1850644041,EN,False,True,2018-05-15,56.0
1958898939,FR,False,True,2018-01-15,38.0
1986725930,EN,True,True,2019-01-31,87.12
1076618158,EN,False,True,2021-03-29,41.0
1918750273,EN,False,True,2019-01-14,47.0
1875775021,EN,True,True,2019-06-11,87.12
1875775021,EN,True,True,2020-05-23,87.12
1875775021,FR,True,True,2020-09-29,87.12
1875775021,EN,True,True,2021-06-09,87.12
1216996624,EN,False,True,2018-03-06,61.0
1732994812,EN,True,True,2019-12-02,87.12
1875814773,FR,False,True,2018-06-23,45.0
1602693404,EN,False,True,2019-03-07,53.0
1778884902,EN,False,True,2019-09-06,53.0
1536256127,FR,False,True,2018-04-20,52.0
1536256127,EN,False,True,2019-11-06,44.0
1668585586,FR,False,True,2019-03-10,47.0
1671909066,FR,True,True,2021-03-10,87.12
1104340793,EN,True,True,2018-10-18,87.12
1104340793,EN,False,True,2019-03-14,33.0
1104340793,EN,False,True,2020-07-28,42.0
1355935868,EN,False,True,2020-08-05,54.0
1882357831,EN,False,False,2020-08-04,61.0
1735246162,EN,True,True,2019-01-22,87.12
1735246162,EN,False,True,2021-01-27,40.0
1326436912,EN,False,True,2021-01-28,44.0
1103793537,EN,False,True,2018-09-11,44.0
1699064476,EN,False,True,2019-07-28,35.0
1545186328,EN,True,True,2021-05-17,87.12
1366352812,EN,True,True,2019-12-13,87.12
1256620188,EN,False,True,2018-08-03,55.0
1228684896,EN,False,True,2021-06-03,48.0
1071744891,EN,True,True,2021-08-17,87.12
1785251809,EN,False,True,2018-08-28,49.0
1785251809,EN,True,True,2020-10-18,87.12
1785251809,EN,False,True,2020-11-25,6.12
1785251809,EN,False,True,2021-12-14,52.0
1264728426,EN,True,True,2019-07-17,87.12
1104766908,EN,True,True,2020-05-22,87.12
1001510511,EN,True,True,2018-11-14,87.12
1188924941,EN,False,False,2021-02-16,59.0
1067508587,EN,True,True,2019-12-04,87.12
1067508587,EN,False,True,2020-11-19,41.0
1748046670,EN,True,True,2020-01-13,87.12
1748046670,EN,False,True,2020-02-13,44.0
1640333285,EN,False,True,2020-10-03,45.0
1679217623,EN,False,True,2019-03-27,46.0
1219331846,EN,False,True,2018-11-20,52.0
