customer_id,date,revenue
1395531369,2021-12-02,15.37
1750358495,2021-12-02,20.77
1918948279,2021-12-02,12.17
1476314078,2021-12-02,34.23
1812250996,2021-12-02,38.34
1741606963,2021-12-02,107.06
1423600380,2021-12-02,95.19
1340552789,2021-12-02,92.7
1045348763,2021-12-02,55.85
1683608804,2021-12-02,17.67
1890869749,2021-12-02,72.15
1311306878,2021-12-02,46.11
1934773062,2021-12-02,63.27
1914756342,2021-12-02,100.93
1823243479,2021-12-02,35.91
1071083481,2021-12-02,35.76
1728773990,2021-12-02,103.34
1735538376,2021-12-02,75.72
1997212785,2021-12-02,79.67
1988587299,2021-12-02,13.3
1229209036,2021-12-02,80.54
1417839894,2021-12-02,123.31
1885394949,2021-12-02,100.49
1428699946,2021-12-02,82.82
1192222066,2021-12-02,118.34
1177350983,2021-12-02,12.0
1892103451,2021-12-02,21.73
1819179212,2021-12-02,89.94
1491190138,2021-12-02,64.29
1222293740,2021-12-02,104.26
1954857782,2021-12-02,81.32
1507204070,2021-12-02,6.53
1149638414,2021-12-02,24.22
1457183799,2021-12-02,36.0
1445262216,2021-12-02,16.74
1589575696,2021-12-02,5.69
1917896021,2021-12-02,84.08
1143697577,2021-12-02,83.24
1083903930,2021-12-02,86.91
1772077942,2021-12-02,41.94
1245946891,2021-12-02,33.37
1125787719,2021-12-02,3.76
1543010016,2021-12-02,63.6
1080625653,2021-12-02,9.84
1342232228,2021-12-02,96.1
1790007985,2021-12-02,66.2
1518777274,2021-12-02,55.13
1805449695,2021-12-02,33.95
1474279388,2021-12-02,78.84
1010659070,2021-12-02,40.59
1355353201,2021-12-02,63.11
1995960502,2021-12-02,32.79
1914366534,2021-12-02,43.52
1990156321,2021-12-02,63.68
1984451087,2021-12-02,29.2
1197081512,2021-12-02,95.42
1191480016,2021-12-02,50.46
1926763072,2021-12-02,18.09
1896558101,2021-12-02,6.7
1299882743,2021-12-02,93.06
1016723078,2021-12-02,89.47
1941722611,2021-12-02,19.89
1488786432,2021-12-02,36.76
1164153313,2021-12-02,81.62
1092224715,2021-12-02,11.51
1020427585,2021-12-02,71.69
1597644484,2021-12-02,80.57
1460682815,2021-12-02,70.92
1408349620,2021-12-02,116.59
1906472947,2021-12-02,22.06
1645841704,2021-12-02,117.88
1004435362,2021-12-02,90.33
1514654653,2021-12-02,54.86
1353018380,2021-12-02,11.54
1201985942,2021-12-02,22.75
1906433598,2021-12-02,34.29
1547491530,2021-12-02,75.01
1214999243,2021-12-02,33.26
1783398512,2021-12-02,89.11
1914221793,2021-12-02,52.65
1587804100,2021-12-02,50.6
1023966646,2021-12-02,33.29
1034108123,2021-12-02,38.57
1011020526,2021-12-02,16.59
1454561794,2021-12-02,70.73
1552173358,2021-12-02,43.56
1832348826,2021-12-02,65.59
1471026102,2021-12-02,82.03
1035862481,2021-12-02,116.56
1958806584,2021-12-02,112.43
1652011025,2021-12-02,30.32
1640155273,2021-12-02,105.43
1895323586,2021-12-02,20.53
1681741280,2021-12-02,13.54
1006254202,2021-12-02,18.52
1289844758,2021-12-02,6.2
1644915643,2021-12-02,121.34
1540687812,2021-12-02,17.09
1408585581,2021-12-02,61.71
1986736519,2021-12-02,107.58
1086808950,2021-12-02,80.82
1393272064,2021-12-02,15.55
1659216351,2021-12-02,58.27
1324540288,2021-12-02,16.26
1949063267,2021-12-02,41.5
1664105179,2021-12-02,49.38
1378667218,2021-12-02,117.63
1915431752,2021-12-02,77.94
1380910558,2021-12-02,102.06
1040124217,2021-12-02,4.38
1565888243,2021-12-02,9.0
1601806579,2021-12-02,69.32
1822307339,2021-12-02,90.58
1730429759,2021-12-02,16.54
1754305334,2021-12-02,56.0
1844112216,2021-12-02,24.19
1432618849,2021-12-02,66.81
1465517306,2021-12-02,75.01
1892043363,2021-12-02,43.58
1342078880,2021-12-02,117.47
1828408038,2021-12-02,78.45
1783199345,2021-12-02,33.55
1400908685,2021-12-02,3.01
1046878295,2021-12-02,103.93
1416446934,2021-12-02,38.73
1772245731,2021-12-02,106.33
1349562649,2021-12-02,53.22
1663825449,2021-12-02,123.74
1476981876,2021-12-02,84.09
1354412170,2021-12-02,57.2
1296842573,2021-12-02,73.69
1566735010,2021-12-02,49.05
1995503713,2021-12-02,46.02
1432734446,2021-12-02,48.02
1542871391,2021-12-02,36.23
1515401154,2021-12-02,77.67
1899788120,2021-12-03,76.32
1801316414,2021-12-03,15.9
1424513166,2021-12-03,121.69
1165242735,2021-12-03,75.87
1640397596,2021-12-03,125.17
1101463495,2021-12-03,82.06
1823530823,2021-12-03,117.41
1094995489,2021-12-03,15.25
1053528212,2021-12-03,116.88
1713426104,2021-12-03,93.34
1856172354,2021-12-03,14.07
1586722804,2021-12-03,83.98
1836427942,2021-12-03,38.81
1131017544,2021-12-03,100.48
1725232121,2021-12-03,101.09
1218998426,2021-12-03,48.19
1350723548,2021-12-03,26.3
1127207888,2021-12-03,46.94
1005819209,2021-12-03,114.03
1538880912,2021-12-03,87.61
1668214462,2021-12-03,55.08
1925267937,2021-12-03,110.22
1979993139,2021-12-03,28.34
1002512131,2021-12-03,25.68
1237756601,2021-12-03,95.58
1787065315,2021-12-03,102.98
1459832479,2021-12-03,80.59
1659924911,2021-12-03,36.54
1413264026,2021-12-03,81.07
1770359595,2021-12-03,44.66
1826411518,2021-12-03,23.98
1953778225,2021-12-03,26.35
1809446412,2021-12-03,99.4
1750968063,2021-12-03,111.67
1189331311,2021-12-03,114.75
1976668707,2021-12-03,12.56
1550573044,2021-12-03,26.43
1508879423,2021-12-03,28.23
1270985138,2021-12-03,78.21
1709607422,2021-12-03,103.0
1375650202,2021-12-03,88.39
1660327648,2021-12-03,119.08
1672460221,2021-12-03,97.65
1125261600,2021-12-03,29.82
1764211129,2021-12-03,15.22
1689890442,2021-12-03,104.54
1205466538,2021-12-03,70.05
1588490049,2021-12-03,42.85
1794861830,2021-12-03,93.16
1451018914,2021-12-03,74.73
1594038707,2021-12-03,25.93
1461661324,2021-12-03,116.72
1582361959,2021-12-03,123.63
1754503521,2021-12-03,47.06
1998803257,2021-12-03,44.86
1470867378,2021-12-03,100.2
1580532233,2021-12-03,15.1
1362031229,2021-12-03,11.53
1273585814,2021-12-03,52.49
1424426645,2021-12-03,26.62
1398008900,2021-12-03,7.26
1616140913,2021-12-03,5.96
1740234058,2021-12-03,115.33
1656675276,2021-12-03,56.63
1545281258,2021-12-03,16.06
1108272903,2021-12-03,72.83
1259289451,2021-12-03,118.4
1137101793,2021-12-03,113.5
1261553365,2021-12-03,92.47
1902416526,2021-12-03,73.11
1295717292,2021-12-03,76.73
1753384930,2021-12-03,42.12
1013485030,2021-12-03,46.11
1272485599,2021-12-03,45.67
1780216690,2021-12-03,41.15
1067702633,2021-12-03,115.66
1875626826,2021-12-03,30.39
1223461135,2021-12-03,52.31
1460238032,2021-12-03,42.54
1057386624,2021-12-03,20.12
1080443779,2021-12-03,53.28
1081153863,2021-12-03,84.11
1710521772,2021-12-03,72.73
1554923380,2021-12-03,103.06
1954523529,2021-12-03,107.15
1510737595,2021-12-03,69.66
1878417478,2021-12-03,56.7
1330361880,2021-12-03,86.61
1104464750,2021-12-03,15.82
1766892497,2021-12-03,103.29
1065731817,2021-12-03,72.94
1243168330,2021-12-03,28.67
1145932243,2021-12-03,57.29
1377245475,2021-12-03,26.03
1143904314,2021-12-03,61.28
1721166488,2021-12-03,38.3
1607200961,2021-12-03,121.68
1470522622,2021-12-03,101.46
1870289193,2021-12-03,38.03
1834587559,2021-12-03,107.81
1551025165,2021-12-03,85.09
1263338271,2021-12-03,86.54
1071379222,2021-12-03,93.02
1904764098,2021-12-03,85.1
1360993278,2021-12-03,62.22
1454170293,2021-12-03,86.47
1668290039,2021-12-03,10.04
1389513925,2021-12-03,59.36
1093985555,2021-12-03,23.64
1287015261,2021-12-03,72.71
1394027712,2021-12-03,78.61
1510846019,2021-12-03,116.05
1803300709,2021-12-03,61.97
1956296631,2021-12-03,62.1
1991163831,2021-12-03,91.14
1184193373,2021-12-03,46.95
1445019941,2021-12-03,45.66
1470768438,2021-12-03,19.16
1319565556,2021-12-03,114.61
1441297551,2021-12-03,118.2
1466424867,2021-12-03,113.32
1375838164,2021-12-03,54.81
1913080251,2021-12-03,50.53
1874122871,2021-12-03,99.83
1398597168,2021-12-03,31.87
1023517967,2021-12-03,70.56
1279980536,2021-12-03,92.79
1656551760,2021-12-03,124.28
1481711695,2021-12-03,33.85
1109680895,2021-12-03,22.94
1586967535,2021-12-03,74.0
1617203246,2021-12-03,5.76
1373399898,2021-12-03,69.02
1813697618,2021-12-03,107.19
1846214309,2021-12-03,38.57
1986622643,2021-12-03,14.54
1869744681,2021-12-03,93.0
1356519196,2021-12-03,79.09
1353905183,2021-12-04,15.01
1351182364,2021-12-04,32.58
1616772437,2021-12-04,79.92
1169255603,2021-12-04,8.31
1617466196,2021-12-04,48.5
1863134441,2021-12-04,71.31
1829779983,2021-12-04,23.64
1991276103,2021-12-04,94.14
1443329983,2021-12-04,29.9
1615835738,2021-12-04,84.06
1333909465,2021-12-04,55.07
1416919498,2021-12-04,7.24
1040773256,2021-12-04,60.44
1883612450,2021-12-04,119.3
1256607053,2021-12-04,21.48
1241176596,2021-12-04,113.14
1734587849,2021-12-04,104.49
1563894364,2021-12-04,30.67
1138624082,2021-12-04,48.33
1051556001,2021-12-04,36.75
1727939501,2021-12-04,19.52
1182233948,2021-12-04,118.05
1832796747,2021-12-04,45.9
1951253530,2021-12-04,57.34
1062759803,2021-12-04,28.39
1618961362,2021-12-04,57.03
1041959977,2021-12-04,111.62
1397309389,2021-12-04,27.61
1190597916,2021-12-04,11.08
1299906186,2021-12-04,67.73
1431737698,2021-12-04,33.3
1033156421,2021-12-04,99.82
1077339899,2021-12-04,33.8
1044247465,2021-12-04,41.24
1075622816,2021-12-04,105.21
1841698223,2021-12-04,102.04
1946077460,2021-12-04,73.12
1635958472,2021-12-04,55.48
1413781342,2021-12-04,63.55
1885247053,2021-12-04,26.04
1858339856,2021-12-04,14.47
1344819636,2021-12-04,39.97
1991134652,2021-12-04,112.98
1580146294,2021-12-04,98.76
1327787612,2021-12-04,89.31
1044327433,2021-12-04,81.68
1713355498,2021-12-04,27.83
1337576662,2021-12-04,9.31
1320882865,2021-12-04,20.54
1151791982,2021-12-04,22.76
1450811380,2021-12-04,38.15
1850703334,2021-12-04,62.65
1579439971,2021-12-04,56.14
1320742834,2021-12-04,34.28
1719314098,2021-12-04,101.52
1427568648,2021-12-04,38.22
1469940555,2021-12-04,75.0
1266324580,2021-12-04,94.3
1561191068,2021-12-04,104.57
1274731730,2021-12-04,35.15
1683707687,2021-12-04,91.55
1112732561,2021-12-04,101.92
1449164060,2021-12-04,63.46
1407827588,2021-12-04,48.72
1712667818,2021-12-04,20.94
1022470421,2021-12-04,54.93
1456936563,2021-12-04,43.69
1246809296,2021-12-04,51.89
1862160912,2021-12-04,46.96
1152628501,2021-12-04,13.89
1004654417,2021-12-04,53.79
1071012010,2021-12-04,112.19
1778793752,2021-12-04,114.92
1116001226,2021-12-04,100.64
1987748349,2021-12-04,103.95
1828856107,2021-12-04,113.39
1726425217,2021-12-04,104.76
1655200950,2021-12-04,88.03
1773187876,2021-12-04,102.37
1483944614,2021-12-04,40.38
1240975158,2021-12-04,84.47
1371327682,2021-12-04,90.43
1233759843,2021-12-04,60.86
1420572689,2021-12-04,99.23
1342427674,2021-12-04,27.11
1914435158,2021-12-04,125.58
1300429535,2021-12-04,50.87
1778430979,2021-12-04,36.87
1830220324,2021-12-04,33.72
1354854484,2021-12-04,104.49
1481854244,2021-12-04,75.4
1334426650,2021-12-04,59.5
1390511409,2021-12-04,41.92
1441638233,2021-12-04,55.28
1892900448,2021-12-04,76.97
1252469643,2021-12-04,57.66
1239142205,2021-12-04,125.59
1208649049,2021-12-04,115.12
1648781945,2021-12-04,92.05
1989936615,2021-12-04,88.1
1621395420,2021-12-04,53.22
1489727324,2021-12-04,3.62
1470880579,2021-12-04,34.58
1494778589,2021-12-04,97.92
1664677401,2021-12-04,46.16
1723752619,2021-12-04,95.42
1816109883,2021-12-04,108.99
1215032698,2021-12-04,27.0
1760369864,2021-12-04,44.58
1791408666,2021-12-04,27.53
1861945674,2021-12-04,63.23
1875584096,2021-12-04,45.29
1733649265,2021-12-04,42.6
1007913212,2021-12-04,14.34
1775402635,2021-12-04,75.66
1384155946,2021-12-04,25.57
1372464414,2021-12-04,46.25
1170018418,2021-12-04,52.4
1852185983,2021-12-04,74.02
1258647949,2021-12-04,84.19
1253256647,2021-12-04,121.89
1853763225,2021-12-04,40.98
1583535704,2021-12-04,19.05
1466587409,2021-12-04,73.67
1217251414,2021-12-04,95.33
1755305541,2021-12-04,97.47
1767481530,2021-12-04,49.51
1784578123,2021-12-04,113.85
1043691148,2021-12-04,67.35
1000730085,2021-12-04,19.37
1589913264,2021-12-04,55.33
1370591750,2021-12-04,67.51
1384289561,2021-12-04,97.4
1081743812,2021-12-04,125.5
1019670884,2021-12-04,104.48
1430555516,2021-12-04,102.89
1956531310,2021-12-04,31.89
1553650155,2021-12-04,74.74
1451045269,2021-12-04,101.63
1831363069,2021-12-04,11.74
1767416399,2021-12-05,26.55
1459096615,2021-12-05,124.72
1159472750,2021-12-05,16.47
1158358510,2021-12-05,100.91
1673866420,2021-12-05,95.94
1505611549,2021-12-05,96.87
1814562784,2021-12-05,65.38
1509312159,2021-12-05,23.99
1574000453,2021-12-05,96.21
1650548039,2021-12-05,59.63
1189811204,2021-12-05,9.66
1785720924,2021-12-05,55.22
1993449233,2021-12-05,32.17
1514614342,2021-12-05,96.5
1642419287,2021-12-05,33.07
1434295786,2021-12-05,37.93
1516026753,2021-12-05,28.71
1837874769,2021-12-05,25.45
1561834011,2021-12-05,26.63
1790194154,2021-12-05,119.21
1869335026,2021-12-05,17.23
1857487177,2021-12-05,57.42
1131311865,2021-12-05,98.62
1823718384,2021-12-05,60.07
1640867326,2021-12-05,98.67
1529617869,2021-12-05,37.9
1129439158,2021-12-05,87.21
1541667230,2021-12-05,69.28
1143876019,2021-12-05,73.56
1424839912,2021-12-05,67.77
1135778877,2021-12-05,37.67
1871907718,2021-12-05,36.94
1075188145,2021-12-05,21.41
1679221786,2021-12-05,41.68
1188774767,2021-12-05,14.5
1107889391,2021-12-05,10.31
1960429808,2021-12-05,12.98
1153931635,2021-12-05,104.37
1652131064,2021-12-05,122.59
1469417582,2021-12-05,49.39
1488845036,2021-12-05,29.77
1333097309,2021-12-05,92.42
1454895091,2021-12-05,89.93
1004942951,2021-12-05,83.02
1539272341,2021-12-05,46.26
1885875189,2021-12-05,47.32
1178136811,2021-12-05,46.32
1605659635,2021-12-05,54.16
1622507576,2021-12-05,28.66
1289406159,2021-12-05,86.1
1199705908,2021-12-05,16.71
1077991859,2021-12-05,63.03
1976777326,2021-12-05,5.57
1934212682,2021-12-05,27.7
1687359773,2021-12-05,101.43
1225248593,2021-12-05,24.17
1008256475,2021-12-05,16.82
1854017553,2021-12-05,23.41
1202908458,2021-12-05,115.03
1238843137,2021-12-05,50.12
1358742393,2021-12-05,68.45
1856860564,2021-12-05,43.43
1116235573,2021-12-05,15.53
1637551900,2021-12-05,3.5
1827602983,2021-12-05,46.95
1230256551,2021-12-05,113.09
1982873807,2021-12-05,74.21
1142937077,2021-12-05,30.32
1087147393,2021-12-05,125.48
1555774658,2021-12-05,120.62
1240254563,2021-12-05,46.08
1334919160,2021-12-05,103.86
1057064287,2021-12-05,85.96
1822182936,2021-12-05,106.06
1451724979,2021-12-05,121.23
1554297643,2021-12-05,29.91
1422462153,2021-12-05,12.07
1677332245,2021-12-05,38.89
1493928084,2021-12-05,5.75
1797564396,2021-12-05,105.78
1215426890,2021-12-05,33.28
1813695081,2021-12-05,49.65
1493185604,2021-12-05,123.5
1556788811,2021-12-05,8.59
1817789047,2021-12-05,124.66
1813180755,2021-12-05,74.64
1084420479,2021-12-05,88.47
1875016770,2021-12-05,9.03
1340816794,2021-12-05,15.47
1075848008,2021-12-05,35.35
1126148293,2021-12-05,37.74
1405365974,2021-12-05,48.87
1098467206,2021-12-05,69.59
1034986649,2021-12-05,72.18
1414477891,2021-12-05,88.01
1697689436,2021-12-05,41.1
1152694778,2021-12-05,83.9
1206148595,2021-12-05,113.31
1368266269,2021-12-05,83.46
1247170187,2021-12-05,115.49
1732914584,2021-12-05,19.54
1508014863,2021-12-05,5.4
1462128187,2021-12-05,8.63
1370539489,2021-12-05,77.28
1339299262,2021-12-05,75.36
1241913275,2021-12-05,46.82
1611121820,2021-12-05,100.95
1350803922,2021-12-05,27.9
1386638632,2021-12-05,119.26
1729872093,2021-12-05,13.38
1106535763,2021-12-05,122.9
1514084641,2021-12-05,55.3
1152673157,2021-12-05,36.9
1457084766,2021-12-05,93.31
1448252564,2021-12-05,62.3
1488223294,2021-12-05,47.86
1886536767,2021-12-05,83.78
1940003959,2021-12-05,73.82
1266903294,2021-12-05,28.34
1097731977,2021-12-05,62.5
1916531541,2021-12-05,48.86
1911933061,2021-12-05,90.51
1370230032,2021-12-05,112.32
1926374036,2021-12-05,88.83
1696022007,2021-12-05,28.5
1033579843,2021-12-05,81.75
1903507725,2021-12-05,85.62
1137704856,2021-12-05,76.65
1325376688,2021-12-05,70.85
1420235863,2021-12-05,109.92
1342494331,2021-12-05,122.29
1125138069,2021-12-05,39.68
1269803376,2021-12-05,35.2
1574060712,2021-12-05,45.99
1943756814,2021-12-05,68.84
1208912980,2021-12-05,66.4
1268873510,2021-12-05,92.62
1348103195,2021-12-05,43.28
1073866552,2021-12-05,62.83
1353853165,2021-12-06,108.19
1910524102,2021-12-06,121.63
1288528729,2021-12-06,26.42
1765435714,2021-12-06,117.76
1473036666,2021-12-06,63.2
1146707626,2021-12-06,57.73
1568388704,2021-12-06,41.75
1301197977,2021-12-06,40.21
1240536079,2021-12-06,72.72
1520421077,2021-12-06,17.71
1368271733,2021-12-06,111.65
1014248681,2021-12-06,106.26
1089745763,2021-12-06,55.23
1906798309,2021-12-06,33.44
1665784502,2021-12-06,15.82
1390462680,2021-12-06,114.11
1253027970,2021-12-06,31.62
1312923258,2021-12-06,114.37
1299425475,2021-12-06,49.08
1666291684,2021-12-06,92.79
1395145994,2021-12-06,122.74
1653271288,2021-12-06,119.83
1060027823,2021-12-06,95.21
1953320887,2021-12-06,61.6
1745394383,2021-12-06,10.79
1136040311,2021-12-06,54.64
1468474241,2021-12-06,12.59
1171628218,2021-12-06,123.02
1293095283,2021-12-06,107.01
1052035936,2021-12-06,61.03
1154281186,2021-12-06,83.29
1202828922,2021-12-06,125.5
1859684272,2021-12-06,46.12
1915219298,2021-12-06,91.7
1404067591,2021-12-06,13.82
1294114108,2021-12-06,50.46
1374966052,2021-12-06,64.46
1355323029,2021-12-06,88.76
1944502751,2021-12-06,34.56
1143670168,2021-12-06,98.16
1828182913,2021-12-06,117.28
1601355247,2021-12-06,13.67
1491685964,2021-12-06,78.21
1108756409,2021-12-06,66.13
1635937505,2021-12-06,60.48
1665025433,2021-12-06,39.38
1801389786,2021-12-06,43.21
1322976155,2021-12-06,81.85
1665075359,2021-12-06,91.09
1328742494,2021-12-06,83.63
1324536362,2021-12-06,112.61
1510064342,2021-12-06,62.62
1080440973,2021-12-06,34.79
1321819637,2021-12-06,91.94
1995822868,2021-12-06,110.13
1040832763,2021-12-06,15.72
1219872972,2021-12-06,6.66
1492009316,2021-12-06,17.5
1992828134,2021-12-06,64.47
1873496213,2021-12-06,29.74
1443183988,2021-12-06,52.63
1518974645,2021-12-06,85.91
1616529779,2021-12-06,5.13
1871809289,2021-12-06,116.51
1785047420,2021-12-06,107.74
1856798307,2021-12-06,66.93
1455383390,2021-12-06,77.55
1846396548,2021-12-06,115.36
1736355341,2021-12-06,58.27
1110099199,2021-12-06,56.39
1269790856,2021-12-06,49.84
1146771769,2021-12-06,15.94
1925326738,2021-12-06,44.08
1221849003,2021-12-06,112.78
1759390079,2021-12-06,52.12
1682384778,2021-12-06,20.98
1982271491,2021-12-06,55.05
1506149076,2021-12-06,89.31
1431658726,2021-12-06,62.77
1091653043,2021-12-06,57.48
1519995244,2021-12-06,94.58
1706051458,2021-12-06,100.84
1443623068,2021-12-06,26.45
1936570281,2021-12-06,118.88
1325077289,2021-12-06,59.21
1881325638,2021-12-06,87.76
1366978150,2021-12-06,90.47
1960916877,2021-12-06,102.72
1868253390,2021-12-06,55.0
1250710101,2021-12-06,39.62
1883953801,2021-12-06,117.52
1173768819,2021-12-06,107.73
1227761711,2021-12-06,29.99
1598398054,2021-12-06,101.97
1874370995,2021-12-06,103.76
1325419310,2021-12-06,83.51
1252021938,2021-12-06,54.04
1995441472,2021-12-06,40.14
1836007086,2021-12-06,9.63
1854721644,2021-12-06,35.23
1436298495,2021-12-06,30.33
1235825903,2021-12-06,53.87
1489132815,2021-12-06,118.48
1184836954,2021-12-06,23.14
1502087517,2021-12-06,5.62
1376475514,2021-12-06,81.29
1012476750,2021-12-06,73.58
1941481375,2021-12-06,23.85
1327954111,2021-12-06,70.89
1952711223,2021-12-06,74.48
1635874733,2021-12-06,107.32
1020478727,2021-12-06,49.91
1113845796,2021-12-06,103.69
1009760647,2021-12-06,68.15
1188215757,2021-12-06,10.17
1197936281,2021-12-06,67.4
1489359788,2021-12-06,27.3
1784601048,2021-12-06,107.43
1535162863,2021-12-06,87.33
1247357984,2021-12-06,115.9
1436651591,2021-12-06,49.08
1391320426,2021-12-07,84.93
1940639782,2021-12-07,105.91
1765707667,2021-12-07,115.02
1549877152,2021-12-07,96.13
1135360708,2021-12-07,109.09
1095991249,2021-12-07,31.63
1354561856,2021-12-07,39.81
1598551443,2021-12-07,13.69
1622839715,2021-12-07,3.35
1784418316,2021-12-07,38.12
1167461189,2021-12-07,109.6
1901543451,2021-12-07,107.66
1254418185,2021-12-07,42.68
1220258846,2021-12-07,71.88
1694309207,2021-12-07,46.59
1031972435,2021-12-07,68.74
1342864092,2021-12-07,89.35
1520775123,2021-12-07,73.45
1687147337,2021-12-07,65.88
1223154690,2021-12-07,97.91
1878485679,2021-12-07,31.39
1936609992,2021-12-07,105.15
1845563702,2021-12-07,124.59
1850057366,2021-12-07,17.89
1065403927,2021-12-07,65.12
1161625807,2021-12-07,80.52
1189398733,2021-12-07,100.11
1781582237,2021-12-07,40.34
1126506213,2021-12-07,86.25
1696039568,2021-12-07,14.81
1180668440,2021-12-07,73.67
1773986757,2021-12-07,77.66
1091578288,2021-12-07,6.99
1073068381,2021-12-07,13.68
1555130616,2021-12-07,117.21
1686475406,2021-12-07,71.78
1625671918,2021-12-07,48.86
1693426601,2021-12-07,120.81
1140072471,2021-12-07,66.0
1470108020,2021-12-07,17.84
1361532684,2021-12-07,55.92
1659699499,2021-12-07,58.87
1657437850,2021-12-07,117.05
1321125263,2021-12-07,19.46
1397589962,2021-12-07,69.06
1801020497,2021-12-07,52.98
1795882974,2021-12-07,18.06
1977511623,2021-12-07,65.91
1876373809,2021-12-07,4.41
1046193585,2021-12-07,49.97
1692226150,2021-12-07,78.58
1768650519,2021-12-07,38.79
1733615072,2021-12-07,25.84
1928626774,2021-12-07,93.94
1306410647,2021-12-07,92.1
1068648525,2021-12-07,10.23
1335553877,2021-12-07,55.72
1449219946,2021-12-07,30.82
1347970215,2021-12-07,114.68
1182086096,2021-12-07,86.58
1149515500,2021-12-07,81.9
1896597615,2021-12-07,12.52
1482992508,2021-12-07,17.3
1943409188,2021-12-07,3.62
1404612828,2021-12-07,94.33
1065674334,2021-12-07,26.74
1048447315,2021-12-07,7.88
